UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type,vib_rms,vib_crest_factor,vib_bpfo_energy,vib_bpfi_energy,vib_bsf_energy
190,L,298.96,309.21,1500,48.26,42.3,0,No_Failure,0.0631483481192682,3.5591127252343986,19.09235143974777,16.752601577215145,12.828075572671732
191,L,297.9,308.83,1737,41.67,71.6,0,No_Failure,0.07060874666339641,3.5146537707641032,30.93788541678456,27.971809895495596,15.367330142848466
192,M,301.69,311.02,1573,38.28,74.2,0,No_Failure,0.07145808336521116,3.432552427510684,29.72979145295234,18.976808568260022,13.222193786642237
193,H,299.79,309.31,1595,44.98,214.8,0,No_Failure,0.25382938686124745,2.5448669311044334,196.02778421606723,101.3602536749488,84.0276182167764
194,M,299.02,308.35,1470,34.68,152.6,0,No_Failure,0.14712687146802622,2.8844945258356223,84.8269548351442,79.19989976705352,41.490603393895334
195,L,300.08,309.75,1643,44.98,20.8,0,No_Failure,0.05886235859806655,3.4428335449526313,13.959507851905283,11.34611301342897,7.636035137429617
196,L,305.27,316.7,1554,33.02,96.8,0,No_Failure,0.08827526633008176,3.270202458666097,56.90365729410158,33.65250557165967,25.67553518947915
197,M,302.31,312.88,1508,36.46,142.1,0,No_Failure,0.1314303112304306,2.652142732543558,68.56153271979001,54.21564817554297,40.237736517670655
198,M,302.33,311.19,1366,29.72,65.9,0,No_Failure,0.06842942723652821,3.4523574188778983,29.42154816867002,22.960964687808392,11.858907122997199
199,M,300.87,310.27,1480,35.6,13.0,0,No_Failure,0.060343420228149494,3.11420965781359,13.062821440572726,11.211962318483547,7.829379182013707
200,M,300.33,310.71,1306,33.16,98.1,0,No_Failure,0.08436624107220096,3.2130918402026754,40.818944087537474,28.866425117808415,23.537378935907782
201,M,295.21,304.3,1493,56.92,118.3,0,No_Failure,0.10524153753734632,2.9701288686943803,71.47987496245234,52.95739742219557,30.796723932732718
202,L,298.64,307.92,1516,31.06,226.2,1,Tool_Wear_Failure,0.27998678188017234,2.525424382492699,212.72070412381038,156.74747563308384,86.32716337339082
203,L,299.04,310.38,1067,43.85,227.1,1,Tool_Wear_Failure,0.27689350333587937,2.451509452070794,178.80754461507013,136.14223697380783,69.96113709118997
204,M,296.25,305.64,1459,30.53,128.1,0,No_Failure,0.11176331272446728,3.102007262909479,77.6739397641084,47.87000701584381,37.9226544892431
205,M,297.69,308.64,1288,40.47,120.9,0,No_Failure,0.105833245788797,3.18390653523165,74.78251054600088,46.24905005518752,27.779931930716984
206,L,296.04,307.29,1590,42.9,160.1,0,No_Failure,0.15267823140972658,2.853838598840649,113.91608985022162,74.12015497231813,46.18327737135658
207,L,299.92,309.19,1615,21.49,64.5,0,No_Failure,0.06570401401274698,3.2901659743855043,30.020140292834828,20.172039118672703,11.217900430025228
208,M,301.64,310.75,1423,26.02,74.4,0,No_Failure,0.07215394030229784,3.137460943552102,35.56691679128139,26.933076375528955,14.59720909447511
209,L,302.21,311.94,1599,30.45,0.6,0,No_Failure,0.0558621266666988,3.4000766933210143,15.360468105145344,9.680417048449684,7.689660969391127
210,L,300.83,309.74,1606,26.97,19.6,0,No_Failure,0.058966038341214166,3.0692607061436052,13.163051655086663,12.054975175710414,9.114918395723603
211,L,298.07,308.19,1459,40.84,44.6,0,No_Failure,0.060486794712839465,3.7390175240585934,23.471806914376963,17.1272556403489,9.631401232122132
212,M,296.14,305.93,1776,42.43,163.1,0,No_Failure,0.15850552642292945,2.8898994516698786,88.50434152191367,70.91746539155179,43.53532472761965
213,M,296.49,306.85,1369,29.37,56.2,0,No_Failure,0.0639042108528106,3.0403416017323597,21.317954151547514,18.255334944607576,12.359770992502922
214,L,297.46,308.86,1765,41.24,31.0,0,No_Failure,0.05903240197749761,3.4427477569344505,16.592513405596023,14.609749257472046,9.93702655561361
215,M,298.22,309.04,1459,35.76,157.1,0,No_Failure,0.14991460667442466,2.6744446102470567,114.15142183418159,68.93509401977465,47.09376846797334
216,L,299.68,310.17,1348,39.01,162.9,0,No_Failure,0.15897104360685177,2.5597640844939864,111.99596781210752,71.68289325841869,53.271442545090174
217,L,297.97,306.01,1437,33.72,14.9,0,No_Failure,0.05767081344065833,3.524952985306169,12.519681288295821,11.034798554191173,8.756800075922545
218,M,300.68,311.12,1302,44.88,196.2,0,No_Failure,0.2161817817456807,2.576455250742973,132.74745586942063,115.18985556205054,75.07308020359633
219,M,299.54,311.26,1641,56.35,154.5,0,No_Failure,0.14847677851635363,3.1089407637463475,76.7242600894939,60.146781552565336,44.0820519125088
220,M,300.02,307.01,1212,47.74,102.3,1,Heat_Dissipation_Failure,0.08948568457310252,3.1018022020548948,52.42846295890889,43.053912342958476,22.218513016272297
221,M,302.28,312.97,1750,53.93,248.8,0,No_Failure,0.33313698433890154,2.439619755513212,250.94652175573532,138.36905460520614,112.97752833462562
222,L,297.64,307.48,1332,25.97,2.5,0,No_Failure,0.05938679529839565,3.2908513479408574,15.54160285755277,8.124075335480752,9.534828321319688
223,L,300.84,309.99,1651,33.24,136.2,0,No_Failure,0.1226323206926184,2.79638799519942,85.61472127162543,62.30132019883945,42.33095135075834
224,L,299.97,310.77,1504,45.65,39.9,0,No_Failure,0.062338995037748146,3.615440653232865,20.2830221127035,13.584472921856118,12.583505209288901
225,L,299.33,311.04,1549,55.08,82.3,0,No_Failure,0.07449173831854378,3.2342219096332756,36.97379798835481,23.688691292380277,20.737397848674405
226,L,301.77,312.55,1394,46.5,33.3,0,No_Failure,0.057152329172339505,3.468838259657793,19.435303638732446,13.575895036689445,10.92215729527366
227,H,301.76,311.39,1564,29.74,172.1,0,No_Failure,0.17542875832838928,2.594002063882394,129.03133033877054,92.83274832413954,57.9129091510647
228,L,298.11,307.16,1524,35.65,100.4,0,No_Failure,0.08831329097907831,3.0800090970468346,55.441342721050596,35.43247785715689,20.002413738887874
229,M,299.64,309.78,1238,43.33,249.6,1,Tool_Wear_Failure,0.32869951501540423,2.477584376069915,184.7445472942514,151.73586979636218,108.21470829129126
230,M,300.56,311.44,1327,38.35,166.5,0,No_Failure,0.166709296401268,2.54634122272628,123.05752077711098,72.8654031529563,42.910679955052444
231,M,299.45,309.07,1403,32.01,232.3,1,Tool_Wear_Failure,0.29457560809936834,2.3866869378387907,181.80488875942757,162.84874079084668,99.61044025990807
232,L,301.17,310.88,1364,37.1,60.2,0,No_Failure,0.06481974035078102,3.1298885245861388,24.259903566154254,20.561664856821622,13.022774092490566
233,L,300.56,313.38,1726,39.86,79.7,0,No_Failure,0.07330082881022301,3.2643165071160616,41.28313846583439,21.906713914204133,14.693790518581023
234,L,303.67,314.74,1501,29.15,90.7,0,No_Failure,0.07854848643653024,3.1142453078867476,42.40130767593504,33.352561455486565,20.32910808758572
235,L,296.94,308.09,1360,49.85,209.6,0,No_Failure,0.24493951287426835,2.885557331322369,190.30700053200613,138.75053027901666,80.50625844443398
236,M,299.76,308.29,1412,35.6,55.9,0,No_Failure,0.06557337302899598,3.4923440837092543,23.998332304670328,19.956328402937395,12.491076317005975
237,L,298.18,307.48,1409,39.27,236.7,1,Tool_Wear_Failure,0.3039183991991779,2.4663759447164457,192.5258551567722,171.6030618812859,102.43345483185531
238,L,301.21,311.28,1448,50.35,10.9,0,No_Failure,0.058865966799775696,3.1234315573587708,17.214437994788067,14.23891461469835,7.094247464585672
239,M,296.77,305.76,1306,38.75,225.5,1,Tool_Wear_Failure,0.2741340471477811,2.5515742796768364,148.57786302029146,119.84838782761763,92.10016802756411
240,L,300.69,312.29,1353,49.8,112.9,0,No_Failure,0.09913030674076335,3.1399170681634314,68.26421956497555,33.180829691628226,32.29397329751864
241,H,298.74,310.15,1638,29.71,136.5,0,No_Failure,0.12214539956644564,3.106520504169363,64.90617732803703,50.228195086934996,33.133675210028166
242,H,298.53,308.0,1533,44.33,254.3,1,Tool_Wear_Failure,0.34481715827651677,2.285524690281083,245.918309091898,170.9858923645018,96.40443822980039
243,H,297.11,308.89,1473,48.39,222.5,0,No_Failure,0.2705804055352133,2.4849070226126595,145.25299493669857,152.02804142498178,69.52168542313801
244,L,299.07,309.07,1500,31.7,226.0,1,Tool_Wear_Failure,0.27705965790093146,2.669457610897036,193.98004788528235,150.6488234804541,94.26473991164656
245,L,302.17,314.76,1492,38.22,146.4,0,No_Failure,0.13551058660250564,2.74913098219484,99.51778691610474,73.07222098043908,42.61977437648682
246,H,299.95,310.09,1462,38.42,244.1,1,Tool_Wear_Failure,0.31832955782924127,2.4225738296199766,248.35754237570464,125.7002950101337,107.61677919864015
247,L,301.26,311.83,1593,42.1,172.0,0,No_Failure,0.17550666636706744,2.7267726777710157,133.18731578291087,78.59649862497288,53.8425676116392
248,H,303.33,314.73,1580,44.75,209.8,0,No_Failure,0.24529607383185176,2.5173360894243073,171.44088227991136,133.28902960233594,60.16062207908571
249,H,300.53,311.81,1217,30.89,185.2,0,No_Failure,0.19597818470487025,2.553647413560732,153.28030640950712,85.9067723044623,47.715676736193124
250,M,298.88,309.39,1476,39.4,198.2,0,No_Failure,0.22104377665884886,2.7165481087883396,135.10355957947252,124.44269193037151,51.717499941943096
251,L,300.93,310.79,1229,55.91,159.5,0,No_Failure,0.15668923234384252,2.4923295791504447,113.24799596340338,84.30179373516293,40.11561927195403
252,L,298.91,309.43,1614,50.54,181.6,0,No_Failure,0.1906944679649916,2.762195766672967,133.83881386455155,93.588012973731,60.494476256852494
253,M,298.99,308.17,1638,47.94,112.0,0,No_Failure,0.09457461924376091,2.86801369444774,48.544104022010714,35.954352258631964,23.9439924664511
254,L,296.96,307.11,1390,38.07,176.7,0,No_Failure,0.17988567445043155,2.694289690298264,140.60200815320698,90.65186580486505,57.970426296829075
255,L,301.85,310.74,1479,61.29,69.2,0,No_Failure,0.06987349152104315,2.8398226258087753,29.370487060364127,24.293165887488815,14.3738611199095
256,L,299.23,307.45,1120,50.3,158.7,0,No_Failure,0.15277517656059061,2.7211007451980604,113.74784833669625,80.9452020624488,41.32199195078305
257,H,300.36,310.41,1675,40.37,135.9,0,No_Failure,0.11982340849164579,2.8307623726422637,64.6239665662297,61.94755957915942,31.156742432007665
258,M,297.93,309.19,1628,42.2,227.6,0,No_Failure,0.2830885975115416,2.614675032336751,221.7314467245458,160.49195306200286,72.9906489766055
259,L,300.87,311.8,1707,35.41,168.3,0,No_Failure,0.17117009728632593,2.625150555992792,89.48081242262884,64.88100497266035,52.12471374694225
260,L,298.48,308.39,1768,43.93,149.2,0,No_Failure,0.13903532992291692,2.6533770865351074,89.45472599724575,66.55771857422482,42.06780313604265
261,M,299.72,311.46,1280,45.93,81.3,0,No_Failure,0.0738479285492409,3.244449779627576,37.22854784021577,29.92670713396148,17.89657007430017
262,H,301.76,311.19,1660,47.03,220.7,0,No_Failure,0.2662520995955702,2.3931368078510222,211.84906881388073,118.81483320713821,89.70015660431697
263,L,301.58,309.66,1766,38.19,13.5,0,No_Failure,0.05755378299430169,3.0338100674879325,19.099225808675445,16.708051385720452,8.109053189971295
264,L,299.96,307.77,1231,25.26,224.9,0,No_Failure,0.27262900916377997,2.4400995945938146,192.80777285582275,160.76918447351224,79.40546740957272
265,M,296.46,305.28,1469,42.42,166.2,0,No_Failure,0.16731835227905265,2.6415764403678694,103.39418058095038,88.22778358700933,44.67075001152443
266,M,305.99,316.8,1435,47.07,50.4,0,No_Failure,0.06363895213501183,3.7169747773735504,21.980622076383167,15.379341956788245,12.338578630289833
267,M,303.49,312.86,1654,30.21,228.7,0,No_Failure,0.28670959813328784,2.44372788636012,226.72038171504312,158.35624809289692,98.41705748966129
268,M,301.45,311.91,1069,39.09,84.6,0,No_Failure,0.07712717857879538,3.269725503590968,34.47937165175417,29.64267300937173,18.69148607264931
269,L,298.49,310.14,1827,53.41,42.1,0,No_Failure,0.05911741763508713,3.919168062921016,20.840082909787846,17.522193249475286,8.610063147758392
270,L,299.77,308.67,1480,27.97,79.8,0,No_Failure,0.07491558266797337,3.3984118881697634,37.435577715358576,25.56214215092878,17.232069716510548
271,M,298.91,309.39,1665,37.16,243.3,1,Tool_Wear_Failure,0.3165345273881952,2.470482943170835,236.98548167535395,149.853339942122,108.37198468384591
272,M,302.53,313.07,1489,54.87,191.2,0,No_Failure,0.20640056121212577,2.6819674825359896,161.5035188942676,102.68138718294962,61.69593308201876
273,M,300.53,309.66,1589,41.58,232.2,0,No_Failure,0.2942612722253026,2.3925597269130208,230.66167252116526,161.0140740102295,92.87261847056783
274,H,298.43,309.79,1082,34.74,79.7,0,No_Failure,0.07422511160421216,3.461835763904783,40.22442860874964,27.37709449444945,15.232966106212087
275,L,299.06,308.77,1431,39.93,20.6,0,No_Failure,0.05684781865502891,3.5427468961902053,12.271983717088647,11.127510172067256,10.481883652362177
276,L,302.24,311.86,1653,48.26,140.7,0,No_Failure,0.13052818549238107,2.9034817137066957,92.9068774580391,70.39505160126862,44.966466277508744
277,M,303.2,315.31,1552,37.96,123.8,0,No_Failure,0.1118298551559772,2.9544991912863883,78.80034232822634,39.78854966177031,31.600286830028768
278,M,303.06,313.58,1205,45.98,183.2,0,No_Failure,0.19174600533987496,2.582368326374385,108.03269711743387,101.7278839251142,61.75874652868875
279,M,301.51,312.44,1511,42.35,138.7,0,No_Failure,0.12809065088791982,3.1298329035347248,78.48354964022991,56.127017040052095,36.491823826947524
280,M,299.49,310.85,1353,43.17,102.1,0,No_Failure,0.08828778769816674,2.6802884062297894,55.52575405871008,30.90022554063814,22.40444348915677
281,M,293.52,302.87,1337,46.62,4.2,0,No_Failure,0.056150614096980626,3.4059374636905075,11.373730603726845,10.77767732917464,9.62264462529501
282,L,300.59,311.84,1226,37.05,116.9,0,No_Failure,0.10270636833262675,2.941120247870287,70.97458982589244,47.84177261361067,22.769150859585817
283,L,300.0,309.49,1611,30.55,30.2,0,No_Failure,0.058976631979693904,3.8067258487410682,13.293522742969325,13.581831517870883,9.945782841023119
284,L,300.28,309.74,1700,44.74,230.5,0,No_Failure,0.28842908563478314,2.441511931396243,207.5280086964349,156.46957981005164,94.7782469941967
285,L,300.11,309.84,1882,38.68,230.4,0,No_Failure,0.2897973328565163,2.4613028256795997,207.9255164413303,124.92061199111737,73.56019045060569
286,L,297.35,306.73,1235,35.52,200.9,0,No_Failure,0.22309454070647922,2.586823866630166,142.49429767858913,114.40534056704847,70.47584941086534
287,L,301.11,311.94,1638,45.26,39.5,0,No_Failure,0.0616740113073229,3.238366630746501,17.13393051892323,12.927877701691424,7.444477293291638
288,L,301.26,311.53,1650,52.77,36.9,0,No_Failure,0.059345638638088706,4.345910101950046,17.05537796252518,15.859363532168981,11.936656064812649
289,L,301.36,310.87,1396,38.45,140.8,0,No_Failure,0.1295394773480555,2.675343787427811,90.98400540148748,50.52601537546793,41.32739923333369
290,L,301.89,312.57,1335,40.08,181.9,0,No_Failure,0.18983178179296456,2.4852639929620914,120.6515221299398,100.11620092268674,55.75261671984074
291,L,301.21,310.93,1305,28.18,226.1,1,Tool_Wear_Failure,0.27697163672207803,2.547157065305798,152.1850917860818,129.8136045853617,95.05983924818945
292,L,299.18,308.85,1405,37.77,223.5,0,No_Failure,0.2734753663120817,2.7196689074644316,156.00779447232551,152.40621750559487,95.48455301540453
293,M,299.86,309.91,1536,42.21,41.8,0,No_Failure,0.06226572091161366,3.618445471173664,21.902158129484388,14.834812433239367,11.02711626655276
294,L,300.18,310.65,1745,39.8,248.9,1,Tool_Wear_Failure,0.32598602779468977,2.44494527876033,212.3376766169987,169.5076882379714,109.33957543512324
295,L,300.22,310.61,1699,36.38,39.2,0,No_Failure,0.06100158365400845,4.234768622066035,20.915110139744137,15.41168938475244,7.3417739560328625
296,L,302.0,311.63,1209,47.26,210.0,0,No_Failure,0.2403814527899356,2.4421683734994484,152.66208560719744,135.18977354338736,75.22014927960551
297,M,301.29,312.13,1358,40.58,149.7,0,No_Failure,0.14046488320836095,2.8903732604442136,104.08831217368697,69.50727607345053,47.93633952098835
298,L,304.15,313.93,1734,65.89,169.6,1,Power_Failure,0.16787394286306787,2.705190391063186,114.08294911050905,83.70410400329989,38.711945633319445
299,M,304.41,313.76,1368,42.08,154.0,0,No_Failure,0.1512998582762579,2.5291639527670555,95.99607325727811,75.54569706385533,44.184429487777365
300,L,300.16,308.69,1490,12.53,217.4,1,Power_Failure,0.25919262570744334,2.5043404912310736,203.7978064382252,133.5119622555724,85.19824281779628
301,L,292.33,303.31,1193,28.88,159.3,0,No_Failure,0.1538451182745124,3.0345831951341893,114.54205686626896,68.39560509511674,50.31814042783131
302,L,302.47,312.49,1708,45.32,212.2,0,No_Failure,0.2503255331336578,2.4608876403096827,139.45974375994874,106.09527292832837,85.5749238659199
303,L,298.92,309.13,1156,33.57,38.6,0,No_Failure,0.06031269615559688,3.312628854201546,22.940733697566404,16.355093078589743,8.379383980791937
304,M,298.4,309.44,1204,34.19,219.7,0,No_Failure,0.26087139971764267,2.6594471069848447,147.05422099908134,146.897062434982,88.7577221252526
305,M,299.2,308.73,1689,27.61,251.2,0,No_Failure,0.34060137792686207,2.4965883551735195,273.59574749861247,174.12133486399733,103.54015856787197
306,H,299.11,307.73,1846,35.23,170.4,0,No_Failure,0.17038716644557714,2.697289890476095,112.0741651700333,84.99530680943448,49.700064544585835
307,L,301.22,311.29,1448,41.94,244.1,1,Tool_Wear_Failure,0.3198073815423684,2.4927583707750522,236.33896119348856,177.79708609511954,108.41631477046312
308,L,296.88,307.19,1492,43.86,55.0,0,No_Failure,0.065550178813607,3.9277274146213816,28.71757154948356,20.2615641123053,11.334055716726644
309,M,297.84,307.58,1663,29.8,210.3,0,No_Failure,0.24202756405358986,2.7629873318473632,182.97907777701315,98.60014176764676,79.53449309159407
310,L,300.69,312.16,1552,48.05,42.3,0,No_Failure,0.062071959841446096,3.545557129730971,23.939718075090155,12.267715226413216,12.550038467614812
311,L,301.25,308.76,1433,28.09,129.0,0,No_Failure,0.11435687628816454,3.013074163717481,70.08657577367364,59.11121545504131,27.126506785556153
312,L,301.28,312.4,1413,44.38,166.0,0,No_Failure,0.1650223858934504,2.601989176845644,110.64281535504092,84.53698959844017,51.67692942181223
313,L,298.43,309.22,1218,43.37,165.1,0,No_Failure,0.16746247521951735,2.703663312682464,125.30419665301085,66.40353739055524,43.41466065388725
314,H,298.04,308.5,1542,30.66,172.7,0,No_Failure,0.1754986446118718,2.9420353914314537,101.09454916207501,95.91443930983293,56.25512368278808
