UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Failure_type
441,L,300.17,310.27,1334,37.02,68.9,0,No_Failure
442,H,299.97,309.78,1058,20.47,240.3,1,Tool_Wear_Failure
443,L,305.17,316.27,1627,45.64,53.4,0,No_Failure
444,L,297.34,308.65,1530,30.37,93.5,0,No_Failure
445,M,296.02,304.24,1390,52.39,73.9,0,No_Failure
446,H,300.66,311.14,1235,32.24,237.8,1,Tool_Wear_Failure
447,H,299.25,307.94,1133,35.48,212.1,0,No_Failure
448,M,300.63,312.39,1509,26.57,205.8,0,No_Failure
449,L,301.17,311.61,1797,27.38,1.2,0,No_Failure
450,L,302.57,311.74,1475,38.91,171.5,0,No_Failure
451,M,296.99,306.74,1435,37.98,60.6,0,No_Failure
452,L,298.89,308.6,1496,35.24,241.9,1,Tool_Wear_Failure
453,L,300.86,311.38,1892,60.53,132.7,1,Power_Failure
454,H,301.54,312.58,1635,46.04,146.2,0,No_Failure
455,L,304.39,313.24,1332,40.1,89.1,0,No_Failure
456,L,301.91,313.75,1505,12.43,134.2,1,Power_Failure
457,L,299.89,311.49,1560,48.26,187.4,0,No_Failure
458,L,298.22,307.34,1310,69.95,140.5,0,No_Failure
459,L,298.87,308.94,1637,38.12,160.3,0,No_Failure
460,L,298.81,310.53,1353,31.89,118.1,0,No_Failure
461,L,301.31,312.54,1228,41.63,179.1,0,No_Failure
462,M,300.51,310.18,1514,25.69,227.9,1,Tool_Wear_Failure
463,M,297.35,308.17,1485,44.62,15.8,0,No_Failure
464,L,299.13,312.13,1500,55.0,26.8,0,No_Failure
465,H,301.76,311.86,1362,33.29,176.4,0,No_Failure
466,L,300.7,310.07,1387,33.61,94.4,0,No_Failure
467,L,301.14,311.31,1703,39.2,70.4,0,No_Failure
468,M,300.77,311.01,1579,34.99,47.6,0,No_Failure
469,L,303.25,312.73,1328,24.88,143.2,0,No_Failure
470,H,300.47,310.91,1149,36.15,91.9,0,No_Failure
471,L,299.23,307.97,1335,34.13,127.0,0,No_Failure
472,H,298.17,307.5,1528,53.67,244.6,1,Tool_Wear_Failure
473,L,300.5,311.26,1386,51.55,189.6,0,No_Failure
474,M,295.12,303.36,1372,53.97,202.0,0,No_Failure
475,L,299.63,310.53,1394,48.02,31.0,0,No_Failure
476,H,299.59,307.58,1487,42.06,86.2,0,No_Failure
477,L,297.27,305.54,1641,31.26,26.6,0,No_Failure
478,L,298.14,307.64,1500,53.26,242.1,1,Tool_Wear_Failure
479,H,301.62,311.91,1511,43.48,175.5,0,No_Failure
480,L,300.46,311.79,1460,27.52,4.8,0,No_Failure
481,M,300.2,310.26,1410,30.86,121.9,0,No_Failure
482,M,300.61,310.37,1661,27.36,68.9,0,No_Failure
483,L,300.19,310.76,1634,19.48,135.0,0,No_Failure
484,M,302.49,311.61,1868,43.89,47.7,0,No_Failure
485,L,300.25,310.39,1610,27.62,14.2,0,No_Failure
486,H,297.08,305.88,1410,32.44,85.8,0,No_Failure
487,L,303.26,313.34,1337,40.39,73.9,0,No_Failure
488,L,300.74,310.61,1672,38.12,179.2,0,No_Failure
489,H,298.82,308.02,1353,32.87,123.6,0,No_Failure
490,M,297.49,307.66,1646,55.19,75.8,0,No_Failure
491,L,300.79,310.95,1363,24.73,142.6,0,No_Failure
492,M,299.77,310.94,1563,25.17,20.8,0,No_Failure
493,L,303.15,311.54,1309,44.58,165.6,0,No_Failure
494,L,299.31,309.23,1640,33.74,36.8,0,No_Failure
495,L,298.33,307.56,1278,33.35,69.9,0,No_Failure
496,L,301.79,312.66,1549,29.21,70.5,0,No_Failure
497,L,301.85,312.6,1464,43.38,116.5,0,No_Failure
498,L,300.34,310.85,1518,42.26,238.3,0,No_Failure
499,H,301.35,310.65,1429,41.19,86.2,0,No_Failure
500,H,299.92,310.81,1425,34.17,75.3,0,No_Failure
501,M,300.47,308.94,1528,32.49,45.2,0,No_Failure
502,L,302.33,310.59,1320,38.37,98.0,0,No_Failure
503,L,301.25,309.97,1319,49.67,45.5,0,No_Failure
504,M,299.66,309.63,1435,55.68,37.4,0,No_Failure
505,M,302.7,313.38,1428,51.11,217.3,0,No_Failure
506,L,295.27,302.29,1319,45.06,13.2,0,No_Failure
507,H,304.1,315.43,1666,49.82,182.7,0,No_Failure
508,M,296.59,306.72,1440,28.18,53.6,0,No_Failure
509,H,298.75,307.18,1459,32.86,7.9,0,No_Failure
510,M,299.92,310.02,1261,45.24,201.8,0,No_Failure
511,M,299.71,310.8,1873,38.82,178.6,0,No_Failure
512,L,302.01,312.61,1937,43.38,83.6,0,No_Failure
513,H,297.88,308.98,1360,49.79,24.8,0,No_Failure
514,M,300.52,309.16,1721,48.24,93.2,0,No_Failure
515,L,298.84,308.43,1483,29.09,45.3,0,No_Failure
516,L,300.59,309.67,1789,40.12,233.1,1,Tool_Wear_Failure
517,L,299.87,311.59,1561,30.79,132.4,0,No_Failure
518,M,300.19,310.83,1518,32.23,244.0,1,Tool_Wear_Failure
519,H,298.9,311.75,1050,22.89,92.8,0,No_Failure
520,L,298.98,308.51,1342,41.34,139.1,0,No_Failure
521,L,300.57,309.85,1504,22.15,47.5,0,No_Failure
522,L,301.89,311.74,1536,43.94,202.1,0,No_Failure
523,H,298.8,310.18,1281,53.58,15.3,0,No_Failure
524,M,298.26,307.9,1369,45.3,176.9,0,No_Failure
525,M,301.23,311.35,1600,40.52,100.9,0,No_Failure
526,L,299.93,310.03,1251,55.34,144.6,0,No_Failure
527,L,301.66,311.7,1524,43.27,148.1,0,No_Failure
528,L,298.19,307.54,1723,31.37,177.7,0,No_Failure
529,L,296.44,306.3,1569,41.25,51.1,0,No_Failure
530,M,298.93,308.75,1560,59.6,135.8,0,No_Failure
531,M,298.47,308.46,1136,29.07,109.7,0,No_Failure
532,H,299.84,310.79,1352,26.2,75.5,0,No_Failure
533,H,298.73,310.49,1870,46.15,128.9,0,No_Failure
534,L,301.48,310.64,1392,37.76,238.0,0,No_Failure
535,M,299.42,309.03,1728,34.68,240.2,0,No_Failure
536,H,300.3,309.48,1390,27.41,74.7,0,No_Failure
537,M,300.32,310.5,1450,20.5,224.1,0,No_Failure
538,L,300.39,309.85,1593,25.44,219.2,0,No_Failure
539,L,299.95,310.19,1518,56.15,62.4,0,No_Failure
540,L,301.02,312.12,1569,39.91,149.7,0,No_Failure
541,H,298.41,305.88,1353,20.38,222.5,0,No_Failure
542,M,302.8,313.29,1295,51.84,131.7,0,No_Failure
543,L,299.53,309.07,1341,52.35,92.4,0,No_Failure
544,M,297.38,307.84,1404,52.29,165.7,0,No_Failure
545,M,300.38,309.48,1459,35.77,46.1,0,No_Failure
546,L,298.3,309.49,1687,37.31,40.4,0,No_Failure
547,L,301.33,312.24,1516,41.38,208.2,0,No_Failure
548,M,304.42,314.99,1587,54.01,13.5,0,No_Failure
549,L,298.43,309.22,1525,34.45,200.9,0,No_Failure
550,M,300.66,309.92,1299,32.46,75.6,0,No_Failure
551,L,296.49,305.87,1503,46.96,120.8,0,No_Failure
552,M,300.91,311.66,1524,52.09,138.9,0,No_Failure
553,L,298.23,307.46,1637,39.47,191.8,0,No_Failure
554,L,298.75,310.2,1308,46.7,221.0,0,No_Failure
555,M,297.8,307.47,1133,41.12,204.1,0,No_Failure
556,L,301.46,311.97,1532,37.49,143.1,0,No_Failure
557,L,302.01,314.11,1564,31.71,87.0,0,No_Failure
558,L,300.05,309.34,1468,28.46,131.6,0,No_Failure
559,M,298.27,308.34,1505,33.85,10.5,0,No_Failure
560,M,303.18,314.23,1658,30.24,64.2,0,No_Failure
561,M,298.5,309.45,1417,42.83,94.5,0,No_Failure
562,L,295.68,305.35,1450,52.18,79.9,0,No_Failure
563,L,300.92,310.4,1514,42.04,23.8,0,No_Failure
564,L,297.79,307.56,1280,30.79,12.7,0,No_Failure
565,L,301.98,313.43,1473,48.55,105.2,0,No_Failure
566,L,299.24,308.96,1489,42.97,18.7,0,No_Failure
567,L,301.21,311.29,1795,44.95,71.6,0,No_Failure
568,L,302.8,312.38,1446,34.81,118.7,0,No_Failure
569,H,297.58,308.29,1536,51.33,57.5,0,No_Failure
570,L,298.87,309.02,1665,51.28,19.9,0,No_Failure
571,L,299.85,308.85,1349,38.16,108.0,0,No_Failure
572,M,303.08,312.11,1748,47.18,115.1,0,No_Failure
573,L,298.68,306.68,1817,51.01,228.9,0,No_Failure
574,M,298.81,307.98,1495,35.35,35.0,0,No_Failure
575,M,300.96,311.75,1403,39.19,156.7,0,No_Failure
576,H,298.85,310.17,1793,40.8,84.9,0,No_Failure
577,L,300.31,310.99,1643,29.02,30.9,0,No_Failure
578,H,296.9,307.45,1515,44.42,103.3,0,No_Failure
579,L,304.43,314.3,1757,50.23,107.0,0,No_Failure
580,L,297.3,308.08,1738,38.56,90.9,0,No_Failure
581,L,299.36,309.64,1439,43.4,191.4,0,No_Failure
582,H,299.94,311.74,1545,53.99,214.8,0,No_Failure
583,L,303.83,313.73,1604,35.95,37.2,0,No_Failure
584,L,297.35,308.69,1505,43.6,42.0,0,No_Failure
585,M,303.97,314.84,1250,34.3,108.3,0,No_Failure
586,L,301.51,312.25,1331,34.03,80.0,0,No_Failure
587,L,300.83,308.82,1256,43.42,204.9,0,No_Failure
588,L,298.03,308.96,1589,42.41,249.2,0,No_Failure
589,L,301.14,311.01,1287,45.55,45.3,0,No_Failure
590,L,298.55,308.11,1535,40.76,190.6,0,No_Failure
591,L,302.53,311.05,1830,44.65,151.8,0,No_Failure
592,M,298.06,308.05,1757,56.66,164.1,0,No_Failure
593,L,299.77,309.81,1169,50.6,66.1,0,No_Failure
594,L,298.89,307.59,1270,43.38,24.3,0,No_Failure
595,M,298.02,306.55,1360,45.05,138.8,0,No_Failure
596,L,301.48,311.97,1290,37.01,153.4,0,No_Failure
597,M,301.07,311.94,1202,38.41,243.8,0,No_Failure
598,L,302.42,312.61,1498,44.92,168.8,0,No_Failure
599,L,296.44,307.59,1627,40.88,110.9,0,No_Failure
600,L,302.13,312.04,1672,47.93,248.5,0,No_Failure
601,L,305.01,314.96,1415,52.67,93.3,0,No_Failure
602,L,299.1,308.18,1451,38.98,40.6,0,No_Failure
603,L,303.79,312.23,1564,19.91,154.5,0,No_Failure
604,L,299.47,311.33,1480,60.34,66.6,0,No_Failure
605,L,297.26,308.39,1646,33.48,230.6,0,No_Failure
606,L,299.39,308.0,1577,41.95,107.0,0,No_Failure
607,L,302.1,312.25,1432,47.27,37.4,0,No_Failure
608,L,298.32,308.22,1166,54.09,35.4,0,No_Failure
609,L,298.8,308.53,1770,58.06,162.4,1,Power_Failure
610,M,301.19,310.78,1377,36.36,94.5,0,No_Failure
611,L,300.01,310.39,1564,51.9,90.9,0,No_Failure
612,M,301.17,311.99,1155,41.98,156.1,0,No_Failure
613,M,300.48,310.88,1498,67.43,58.4,1,Power_Failure
614,L,300.96,310.84,1518,51.0,36.4,0,No_Failure
615,M,299.14,308.98,1527,38.23,167.3,0,No_Failure
616,H,300.46,311.4,2042,32.07,6.3,0,No_Failure
617,L,298.15,308.61,1386,13.73,226.8,1,Tool_Wear_Failure
618,L,302.58,312.65,1648,46.75,45.7,0,No_Failure
619,M,298.73,308.7,1594,50.08,115.0,0,No_Failure
620,M,302.26,312.6,1378,47.45,55.9,0,No_Failure
621,L,299.53,309.06,1645,16.47,54.6,0,No_Failure
622,L,300.4,311.23,1470,27.42,208.8,0,No_Failure
623,L,299.01,307.93,1658,44.81,146.3,0,No_Failure
624,L,297.97,307.56,1853,57.86,77.9,1,Power_Failure
625,M,296.51,307.12,1527,39.44,65.8,0,No_Failure
626,L,297.89,306.76,1449,50.92,53.2,0,No_Failure
627,L,299.35,307.78,1689,29.66,138.6,0,No_Failure
628,M,300.42,310.49,1751,42.07,185.7,0,No_Failure
629,L,302.02,310.32,1341,37.25,63.4,0,No_Failure
630,L,299.11,307.81,1418,51.88,83.1,0,No_Failure
631,M,298.24,308.99,1622,34.6,183.1,0,No_Failure
632,M,297.11,306.91,1476,56.77,187.3,0,No_Failure
633,L,300.96,312.25,1328,36.92,51.8,0,No_Failure
634,L,302.77,311.56,1597,29.3,95.6,0,No_Failure
635,L,302.53,312.44,1621,29.64,217.5,0,No_Failure
636,L,301.42,311.82,1440,33.78,185.0,0,No_Failure
637,L,301.28,310.11,1511,43.71,40.6,0,No_Failure
638,L,303.4,314.43,1396,33.9,96.5,0,No_Failure
639,L,300.66,311.17,1303,31.8,243.3,1,Tool_Wear_Failure
640,L,301.29,309.68,1411,48.9,131.3,0,No_Failure
641,L,299.36,309.32,1513,7.89,179.8,1,Power_Failure
642,L,297.28,307.66,1234,35.7,23.0,0,No_Failure
643,L,298.63,308.04,1424,26.66,208.1,0,No_Failure
644,L,299.98,308.5,1516,31.31,151.2,0,No_Failure
645,L,300.12,310.4,1715,42.44,43.9,0,No_Failure
646,M,303.85,316.06,1444,37.95,98.1,0,No_Failure
647,L,300.16,309.78,1276,37.04,20.8,0,No_Failure
648,M,302.36,313.93,1462,51.9,197.3,0,No_Failure
649,M,299.13,308.38,1398,39.86,189.2,0,No_Failure
650,L,299.38,309.59,1599,58.06,122.6,0,No_Failure
651,L,297.34,308.11,1439,47.12,113.0,0,No_Failure
652,L,298.52,308.51,1012,30.33,115.9,0,No_Failure
653,L,301.05,310.76,2164,59.34,9.4,1,Power_Failure
654,M,300.02,310.74,1526,42.78,95.1,0,No_Failure
655,L,301.89,313.78,1516,58.72,32.1,0,No_Failure
656,L,300.36,310.66,1223,37.34,46.2,0,No_Failure
657,L,299.3,308.78,1236,42.72,240.5,1,Tool_Wear_Failure
658,L,304.3,314.11,1483,44.32,65.4,0,No_Failure
659,M,299.81,312.33,1561,38.32,123.9,0,No_Failure
660,L,302.33,312.46,1626,52.72,221.9,0,No_Failure
661,L,299.2,308.6,1543,59.33,103.4,0,No_Failure
662,H,301.42,310.27,1287,17.07,137.2,1,Power_Failure
663,M,301.86,310.03,1049,48.15,45.2,0,No_Failure
664,L,300.42,310.78,1482,31.05,71.3,0,No_Failure
665,L,295.29,305.95,1404,14.07,126.5,1,Power_Failure
666,L,300.04,309.64,1273,45.17,91.2,0,No_Failure
667,L,302.46,312.45,1649,45.19,9.6,0,No_Failure
668,L,301.05,309.88,1216,46.8,100.2,0,No_Failure
669,L,300.89,311.02,1611,43.71,203.8,0,No_Failure
670,L,296.56,307.04,1246,48.75,29.0,0,No_Failure
671,L,298.56,308.02,1524,33.97,4.7,0,No_Failure
672,M,300.82,312.51,1668,42.63,32.7,0,No_Failure
673,L,300.82,309.98,1439,46.98,171.7,0,No_Failure
674,L,302.43,312.71,1804,53.53,198.7,0,No_Failure
675,L,299.71,310.56,1845,40.44,12.2,0,No_Failure
676,H,300.81,310.73,1543,37.86,226.9,0,No_Failure
677,L,300.03,309.84,1597,39.45,156.8,0,No_Failure
678,L,298.03,306.6,1691,28.06,129.5,0,No_Failure
679,H,295.49,306.85,1598,47.7,68.4,0,No_Failure
680,M,300.86,310.69,1579,25.43,95.9,0,No_Failure
681,M,300.35,310.89,1406,43.91,239.7,1,Tool_Wear_Failure
682,L,298.76,309.44,1196,40.85,227.9,1,Tool_Wear_Failure
683,L,296.76,306.13,1250,24.49,156.4,0,No_Failure
684,M,301.26,311.06,1929,25.06,147.7,0,No_Failure
685,H,299.47,310.8,1558,31.46,57.6,0,No_Failure
686,L,301.11,310.0,1456,36.56,238.3,0,No_Failure
687,L,303.73,315.86,1727,54.8,188.8,0,No_Failure
688,L,295.72,304.97,1365,38.89,95.6,0,No_Failure
689,M,298.6,307.42,1605,45.46,207.0,0,No_Failure
690,L,299.58,309.71,1514,52.67,53.0,0,No_Failure
691,L,302.91,315.12,1583,50.73,53.3,0,No_Failure
692,L,296.73,304.82,1439,39.93,197.7,0,No_Failure
693,L,303.87,313.73,1326,32.94,139.8,0,No_Failure
694,L,300.27,310.75,1352,44.99,139.0,0,No_Failure
695,L,299.81,309.84,1359,33.14,143.4,0,No_Failure
696,M,299.6,309.99,1499,58.15,34.5,0,No_Failure
697,L,299.13,308.41,1220,48.68,87.4,0,No_Failure
698,L,302.1,311.5,1275,42.09,143.3,0,No_Failure
699,L,297.86,307.71,1524,45.13,61.9,0,No_Failure
700,L,300.69,309.56,1477,41.78,126.0,0,No_Failure
701,L,299.23,309.19,1534,36.32,139.3,0,No_Failure
702,L,298.48,308.09,1492,44.99,235.7,0,No_Failure
703,L,305.17,314.7,1953,37.57,61.4,0,No_Failure
704,L,300.84,311.16,1523,59.37,109.8,0,No_Failure
705,L,301.23,309.41,1432,33.07,245.4,0,No_Failure
706,H,302.28,312.05,1518,45.09,51.7,0,No_Failure
707,L,297.16,309.47,1684,32.17,195.0,0,No_Failure
708,M,303.5,312.42,1491,32.07,47.3,0,No_Failure
709,L,294.98,306.27,1623,22.14,212.5,0,No_Failure
710,M,298.46,308.52,1571,44.11,125.0,0,No_Failure
711,M,299.08,308.48,1448,34.68,246.0,0,No_Failure
712,L,301.16,309.84,1520,50.83,42.5,0,No_Failure
713,L,300.44,310.58,1788,44.13,172.0,0,No_Failure
714,L,299.67,311.12,1544,41.48,173.8,0,No_Failure
715,L,299.98,309.59,1323,25.9,179.7,0,No_Failure
716,H,298.04,307.96,1442,45.85,30.2,0,No_Failure
717,M,297.01,308.02,1119,33.38,75.1,0,No_Failure
718,H,301.45,311.79,1525,25.67,89.5,0,No_Failure
719,L,301.39,309.82,1736,44.31,81.1,0,No_Failure
720,M,303.17,313.27,1259,27.42,171.8,0,No_Failure
721,H,298.42,309.93,1527,19.09,18.7,0,No_Failure
722,L,301.39,311.35,1677,52.97,182.5,0,No_Failure
723,L,299.43,306.69,1696,34.39,131.6,0,No_Failure
724,M,302.38,312.77,1730,22.56,46.2,0,No_Failure
725,L,302.04,311.85,1164,30.37,56.5,0,No_Failure
726,M,300.42,308.59,1591,32.79,27.4,0,No_Failure
727,L,299.32,307.64,1229,51.44,114.8,0,No_Failure
728,M,301.92,312.9,1320,23.37,151.7,0,No_Failure
729,L,301.29,310.56,1648,26.61,145.2,0,No_Failure
730,L,298.63,307.72,1528,49.8,240.6,1,Tool_Wear_Failure
731,L,297.34,307.31,1631,35.5,74.0,0,No_Failure
732,M,299.42,308.78,1333,42.28,193.5,0,No_Failure
733,M,303.03,313.13,1765,35.09,183.8,0,No_Failure
734,L,302.29,312.09,1624,60.21,15.3,0,No_Failure
735,L,297.78,306.58,1660,27.1,232.5,1,Tool_Wear_Failure
736,M,297.66,307.15,1306,42.82,235.8,1,Tool_Wear_Failure
737,L,302.55,312.99,1711,55.03,99.1,0,No_Failure
738,M,297.73,307.77,1443,36.25,107.4,0,No_Failure
739,L,301.02,310.94,1390,32.46,204.9,0,No_Failure
740,L,298.77,310.71,1613,47.67,123.8,0,No_Failure
741,L,303.23,313.97,1605,50.04,199.8,0,No_Failure
742,L,298.46,309.31,1348,32.0,9.0,0,No_Failure
743,M,302.29,312.12,1870,54.62,65.6,1,Power_Failure
744,L,300.37,310.59,1827,40.51,22.8,0,No_Failure
745,L,300.5,310.07,1609,45.09,113.5,0,No_Failure
746,M,296.06,306.84,1577,54.88,216.5,0,No_Failure
747,L,295.59,305.48,1559,47.69,142.4,0,No_Failure
748,L,299.56,309.78,1221,40.0,130.1,0,No_Failure
749,H,300.49,310.65,1520,33.28,96.5,0,No_Failure
750,M,297.75,307.73,1518,67.09,18.9,1,Power_Failure
751,L,297.82,310.76,1396,32.11,191.6,0,No_Failure
752,H,301.12,310.46,1444,43.18,147.7,0,No_Failure
753,M,301.13,310.45,1071,45.1,235.7,1,Tool_Wear_Failure
754,L,299.72,310.42,1302,45.57,108.0,0,No_Failure
755,L,301.56,310.97,1666,61.28,100.4,1,Power_Failure
756,M,297.65,307.36,1812,40.48,246.6,1,Tool_Wear_Failure
757,M,299.29,308.2,1330,39.05,38.3,0,No_Failure
758,L,303.3,313.79,1533,55.52,63.1,0,No_Failure
759,M,300.14,310.64,1698,38.64,125.0,0,No_Failure
760,M,300.25,309.94,1406,48.76,133.9,0,No_Failure
761,L,304.61,315.33,1622,41.94,137.2,0,No_Failure
762,L,297.2,305.34,1494,49.21,53.0,0,No_Failure
763,L,301.59,310.89,1714,47.25,231.7,1,Tool_Wear_Failure
764,M,303.33,313.16,1269,35.97,178.9,0,No_Failure
765,L,299.35,308.18,1301,21.56,64.6,0,No_Failure
766,L,301.72,309.97,1550,23.26,73.5,0,No_Failure
767,M,298.04,307.73,1517,21.6,223.1,0,No_Failure
768,M,298.63,309.32,1490,39.09,98.1,0,No_Failure
769,L,300.77,312.05,1604,16.47,139.1,0,No_Failure
770,M,301.6,311.05,1332,38.4,33.1,0,No_Failure
771,L,302.24,312.98,1254,41.34,62.9,0,No_Failure
772,M,303.14,313.78,1410,48.56,107.1,0,No_Failure
773,L,299.87,311.08,1430,45.04,164.0,0,No_Failure
774,L,302.39,312.04,1449,49.02,70.1,0,No_Failure
775,M,299.32,307.52,1728,44.14,240.7,1,Tool_Wear_Failure
776,L,301.8,311.87,1639,36.76,55.1,0,No_Failure
777,L,300.41,309.4,1596,38.94,194.7,0,No_Failure
778,M,300.89,310.17,1540,31.48,94.1,0,No_Failure
779,M,300.85,310.55,1422,42.28,211.4,0,No_Failure
780,M,296.79,306.45,1346,24.16,233.8,0,No_Failure
781,M,297.75,307.89,1285,50.66,49.8,0,No_Failure
782,L,300.21,310.91,1375,30.43,122.9,0,No_Failure
783,L,296.63,306.26,1492,41.54,38.6,0,No_Failure
784,L,301.66,312.06,1292,43.21,176.5,0,No_Failure
785,L,301.74,311.76,1531,51.63,208.1,0,No_Failure
786,H,300.65,311.59,1465,23.19,102.4,0,No_Failure
787,L,297.76,307.57,1428,36.75,99.2,0,No_Failure
788,L,302.76,312.68,1709,45.5,51.0,0,No_Failure
789,L,304.07,313.7,1057,57.51,76.6,0,No_Failure
790,H,300.29,310.13,1431,39.61,86.0,0,No_Failure
791,L,301.02,310.24,1077,34.06,38.9,0,No_Failure
792,L,300.4,309.52,1543,60.27,77.5,0,No_Failure
793,L,301.06,311.84,1637,48.03,226.8,0,No_Failure
794,M,299.76,308.68,1257,53.74,84.3,0,No_Failure
795,L,299.93,309.61,1280,27.9,68.6,0,No_Failure
796,M,301.81,312.83,1194,45.21,99.2,0,No_Failure
797,H,304.69,314.34,1511,29.17,245.1,1,Tool_Wear_Failure
798,L,297.2,308.03,1439,26.95,191.1,0,No_Failure
799,M,299.79,309.2,1450,45.82,53.4,0,No_Failure
800,H,297.64,306.59,1434,46.52,193.1,0,No_Failure
801,M,303.18,311.59,1325,35.18,194.6,0,No_Failure
802,L,298.82,310.14,1704,54.32,237.5,1,Tool_Wear_Failure
803,L,297.11,305.98,1549,36.31,222.8,0,No_Failure
804,M,301.28,312.02,1287,37.3,26.8,0,No_Failure
805,L,303.49,312.49,1374,39.64,113.6,0,No_Failure
806,M,301.33,312.64,1343,37.57,178.7,0,No_Failure
807,H,300.41,312.62,1753,52.77,248.3,1,Tool_Wear_Failure
808,H,300.82,309.13,1628,29.58,26.3,0,No_Failure
809,L,302.83,311.74,1477,32.46,92.1,0,No_Failure
810,L,298.25,309.02,1807,28.09,123.1,0,No_Failure
811,H,299.78,310.29,1761,58.84,108.3,1,Power_Failure
812,M,299.09,309.87,1458,36.75,116.9,0,No_Failure
813,L,297.66,307.09,1426,32.31,92.3,0,No_Failure
814,H,299.34,311.33,1435,37.13,247.7,0,No_Failure
815,M,302.22,312.33,1329,48.49,203.8,0,No_Failure
816,L,301.13,309.92,1812,46.64,184.2,0,No_Failure
817,L,301.29,311.04,1319,34.25,102.7,0,No_Failure
818,L,300.29,309.09,1656,36.0,220.4,0,No_Failure
819,L,301.05,312.64,1624,25.45,23.3,0,No_Failure
820,L,298.4,307.74,1445,41.39,35.9,0,No_Failure
821,M,299.38,309.87,1826,52.82,241.5,1,Tool_Wear_Failure
822,L,300.38,309.91,1219,34.18,141.7,0,No_Failure
823,L,300.56,309.94,1486,46.36,39.9,0,No_Failure
824,L,300.64,308.73,1412,34.18,237.3,0,No_Failure
825,L,299.72,310.32,1673,29.04,243.7,0,No_Failure
826,H,299.25,310.54,1564,46.8,225.4,1,Tool_Wear_Failure
827,L,306.32,315.4,1189,63.48,59.6,0,No_Failure
828,L,301.81,310.27,1723,45.43,69.6,0,No_Failure
829,M,300.83,311.63,1587,35.86,104.7,0,No_Failure
830,L,299.53,307.89,1314,36.51,144.8,0,No_Failure
831,L,299.1,310.32,1437,59.09,248.0,1,Tool_Wear_Failure
832,L,299.74,308.83,1266,43.07,239.0,1,Tool_Wear_Failure
833,L,300.59,309.48,1469,32.34,230.3,1,Tool_Wear_Failure
834,L,296.24,306.49,1527,39.38,22.3,0,No_Failure
835,L,296.86,305.82,1440,42.15,189.3,0,No_Failure
836,L,298.73,308.02,1419,44.69,219.2,0,No_Failure
837,H,300.41,310.77,1210,55.12,88.3,0,No_Failure
838,L,299.52,307.09,1561,52.76,54.9,0,No_Failure
839,L,302.96,314.6,1154,41.98,187.1,0,No_Failure
840,M,297.04,307.08,1506,39.59,25.7,0,No_Failure
841,L,298.5,307.2,1176,43.96,235.2,1,Tool_Wear_Failure
842,M,303.04,312.02,1509,33.92,42.0,0,No_Failure
843,L,300.26,311.25,1499,49.8,114.4,0,No_Failure
844,H,301.77,312.37,1573,37.97,250.7,0,No_Failure
845,L,304.1,315.49,1655,44.91,247.1,1,Tool_Wear_Failure
846,L,298.61,307.93,1689,57.13,194.0,0,No_Failure
847,L,299.8,310.1,1210,45.53,209.8,0,No_Failure
848,H,299.46,309.88,1490,42.31,246.8,1,Tool_Wear_Failure
849,L,296.09,306.79,1862,34.83,231.9,0,No_Failure
850,L,299.38,310.51,1521,39.22,155.5,0,No_Failure
851,L,301.76,311.04,1350,28.64,183.7,0,No_Failure
852,M,301.08,310.97,1486,45.33,151.4,0,No_Failure
853,L,301.24,310.63,1431,18.66,126.6,0,No_Failure
854,M,299.25,309.2,1288,49.68,223.2,0,No_Failure
855,L,298.69,309.39,1656,47.32,184.5,0,No_Failure
856,L,302.54,310.88,1605,40.98,215.0,0,No_Failure
857,L,299.01,310.11,1260,34.67,24.0,0,No_Failure
858,L,300.59,309.45,1483,39.84,144.1,0,No_Failure
859,L,300.33,310.02,1398,22.26,82.4,0,No_Failure
860,L,302.92,314.17,1212,48.24,128.3,0,No_Failure
861,M,301.94,312.27,1245,38.36,156.2,0,No_Failure
862,L,297.41,307.75,1272,55.15,211.4,0,No_Failure
863,L,297.62,306.44,1489,43.92,8.0,0,No_Failure
864,L,301.16,310.11,1418,42.31,41.0,0,No_Failure
865,L,299.87,310.81,1327,44.01,230.4,1,Tool_Wear_Failure
866,L,299.09,308.5,1429,30.24,241.8,1,Tool_Wear_Failure
867,L,302.03,311.54,1635,35.49,13.9,0,No_Failure
868,L,300.37,311.34,1564,41.33,82.9,0,No_Failure
869,M,300.1,309.06,1680,36.97,5.4,0,No_Failure
870,H,301.56,311.83,1459,34.23,194.4,0,No_Failure
871,L,299.25,309.29,1788,37.18,170.5,0,No_Failure
872,L,303.14,313.13,1563,40.44,141.2,0,No_Failure
873,M,298.42,307.91,1412,63.19,175.9,0,No_Failure
874,L,301.31,310.73,1517,36.75,134.4,0,No_Failure
875,L,302.87,311.79,1275,33.23,59.7,0,No_Failure
876,L,297.25,307.73,1445,38.47,188.6,0,No_Failure
877,M,299.31,308.65,1577,55.02,198.8,0,No_Failure
878,M,302.28,313.25,1610,55.73,216.6,0,No_Failure
879,L,302.31,312.09,1426,59.49,238.5,1,Tool_Wear_Failure
880,L,299.66,308.6,1992,40.61,186.9,0,No_Failure
881,L,298.53,308.29,1469,46.42,13.6,0,No_Failure
882,M,301.91,311.5,1198,29.5,8.2,0,No_Failure
